"V1","V2"
1.01814443661256,1.36582339184313
1.02997587602603,1.55480384115016
1.07225360616677,1.60675118422154
1.08082307152773,1.88532290423162
0.953384414047325,1.61537315118552
0.921748679563615,1.2933938277742
0.864740911017609,1.23051178879891
0.927622242836658,1.33616182104361
0.849611632812987,1.18927072249323
1.02496013186576,1.38024989842833
0.856353520074354,1.16613523725514
1.13746443717842,1.94871335286063
1.01157164235541,1.44501525158543
0.858330242523127,1.21479209662367
1.20042291058915,1.97449312687976
0.883879584178664,1.2972625361621
1.2016542790491,1.99583449573015
0.764953997229043,1.06170806272931
0.937564235129317,1.38772113447192
0.840778678282875,1.2122365101037
1.1557355764037,1.81128767704167
0.753713267494497,1.02057558666328
0.88242175600539,1.19052871245427
1.08486622456519,1.75787649958477
1.11083128996338,1.818684049092
1.25755158416958,2.28375750756867
0.924655324234963,1.27833699975298
1.0120850936509,1.51984262046717
1.11637503148011,1.58291655372808
1.10718664845063,1.90561300560584
0.80615135313647,1.08173629882333
0.740521401875605,0.90391888566129
1.08422366694038,1.50980647149997
1.02186640192376,1.38515783014987
0.949327048795016,1.34366653544381
0.867649274201356,1.12694990141042
1.19061298419916,1.71004729772114
0.807638339148696,1.08796360382251
1.13671602939097,1.83221487549867
0.919732006457938,1.3474800648365
1.04005559423944,1.65667617031588
0.987884181228321,1.39906631375945
0.778173792128338,1.01737384738148
0.985922292677513,1.52462055851443
1.27137918070927,2.23792810563373
0.976986360808575,1.50906955148642
0.993278421206411,1.52906858438582
0.951333725995615,1.22801120488498
0.878336028012533,1.12807838266047
1.04342389953049,1.66307465003491
1.10128389845525,1.59154752226846
1.0878006856682,1.87754035291379
1.02174102746184,1.59332170711868
0.963871055511138,1.37785121186775
0.948637898134517,1.41620005670812
1.08464866046381,1.58884042578089
0.943838768782845,1.32860005104163
0.94195253315938,1.27412101369353
1.0395082522074,1.46368955789257
1.09975907676625,1.76247943678813
1.13871809137303,1.78115290496499
0.831560578388084,1.26504228611439
0.914295530706449,1.30281496192072
1.09664961084284,1.61521505655516
1.19925339882263,2.06436754751167
1.06700858564845,1.51639279585023
0.868328789339596,1.22381367169159
1.07573455092221,1.72808737047832
0.834540851195889,1.07917065024649
1.07799121873358,1.79549374256001
1.11661292091664,1.83629359436082
0.869483601649077,1.18151690070036
0.84856531815483,1.08764419096883
0.941542729395063,1.36155784133884
1.10544775370211,1.66265065643991
0.948944269416251,1.46478630953447
0.990481466986561,1.44945386619642
0.877453226669126,1.2246347043389
0.871706137303319,1.27203439680191
1.04740938785371,1.54930616018537
0.848642686934691,1.14503788447609
1.07005811407426,1.47010551369266
1.14277906989719,1.93831565857219
0.902929342919235,1.3010261693034
1.10095425208171,1.61630787149808
1.04875841426217,1.56253000238578
0.998274567247599,1.43994915110919
1.1569077923466,1.8016388271088
0.95333646422127,1.315190932893
0.870831602492716,1.29155538658666
1.19430194564042,1.8532279016028
1.08792691844717,1.55929975126556
0.855264457967199,1.25468650590563
1.0659650769028,1.79976700028482
0.671299740049576,0.862832687053582
0.91092592518509,1.25238783059876
0.763836278889197,0.982866980274232
1.10971949329521,1.54598844325936
1.10475598546904,1.6087684366816
0.992545735819076,1.58056238063518
1.00954966031663,1.50549432005061
1.0312664935516,1.62905396445142
1.02014627133492,1.42768542562122
1.01980189715655,1.74182223626214
0.988935394854915,1.45770984494849
0.996221699898654,1.48577699762151
1.00300479366315,1.29929126638823
1.03818332143927,1.42319813200075
0.777038217845525,1.05427923303505
1.07652336671201,1.75484577666874
1.0403079494019,1.56140536121274
1.03769984232356,1.43370115427314
0.987593646478325,1.38665796036204
0.793820601724435,1.01559427412629
0.936796092156465,1.56707297366764
1.16550491436468,1.9174910100343
0.957312186200725,1.42252448131908
0.926102752315835,1.40584408154445
0.908684050200015,1.23809417567437
0.947582151581202,1.32771976620414
1.11921316213054,1.68294111293719
1.04267848038842,1.59867370642401
0.88839030892954,1.13703088597722
1.01760654129564,1.44801732446441
0.996730811033331,1.5396413664588
0.946662295320911,1.34298752969763
1.14294042941422,1.98536552033537
1.05682252495311,1.56187204796314
0.888288667372916,1.24500010959802
0.878533634090208,1.28360269785905
1.103886753979,1.56945343552385
1.07136792061067,1.59099899009787
1.18395997976589,2.07250145846237
0.935975597000675,1.3567290252488
0.98848656513337,1.44445803937478
1.09310245426999,1.90955895864677
0.960561978296988,1.46412285028952
0.687604451667654,0.869441721380686
1.16326179500093,1.93661084298771
1.05796768426981,1.96637316524603
1.00141267446378,1.47489717007907
0.843396781908867,1.07335817837201
0.860022346106323,1.20984804825868
0.795128391382785,1.15820482191246
0.991762779376573,1.49708985016305
0.939707874550011,1.36806562845326
1.08802764612377,1.83090523169934
1.01761945678194,1.54073370756129
1.0092078948177,1.47758598876502
1.00183645016776,1.49894985335503
1.05799866402077,1.54905655636519
