"id","n","EIN","TYPE"
1,"500",3.85966970984534,"IV"
2,"500",-29.1771414158142,"IV"
3,"500",5.49788264650687,"IV"
4,"500",5.53505084796014,"IV"
5,"500",6.64791444566478,"IV"
6,"500",8.22366765190504,"IV"
7,"500",3.43410340742787,"IV"
8,"500",7.24880348920185,"IV"
9,"500",16.4978394295908,"IV"
10,"500",10.920583907529,"IV"
11,"500",6.98704753293562,"IV"
12,"500",5.90156423168118,"IV"
13,"500",4.51939749553256,"IV"
14,"500",4.41354042073318,"IV"
15,"500",27.3747738742075,"IV"
16,"500",-23.2166972608209,"IV"
17,"500",8.05462190712172,"IV"
18,"500",10.5556507680227,"IV"
19,"500",23.5967494697739,"IV"
20,"500",6.45723774139113,"IV"
21,"500",6.29012495048694,"IV"
22,"500",-12.6495224214301,"IV"
23,"500",9.71023077824984,"IV"
24,"500",9.79132070674193,"IV"
25,"500",5.16097222083023,"IV"
26,"500",7.86735086431536,"IV"
27,"500",3.32103998920748,"IV"
28,"500",19.5126251101759,"IV"
29,"500",3.1530612244898,"IV"
30,"500",11.4977113510459,"IV"
31,"500",3.45300074797896,"IV"
32,"500",14.8377746139731,"IV"
33,"500",4.02950045227483,"IV"
34,"500",3.07608695652188,"IV"
35,"500",5.18070490526885,"IV"
36,"500",3.92415651187923,"IV"
37,"500",3.65822784809674,"IV"
38,"500",3.73082363263548,"IV"
39,"500",21.6132875546067,"IV"
40,"500",23.1747869065615,"IV"
41,"500",61.4936364545558,"IV"
42,"500",3.84999999999998,"IV"
43,"500",15.0964664626227,"IV"
44,"500",3.12631578947365,"IV"
45,"500",10.5779515347889,"IV"
46,"500",-315.289702496788,"IV"
47,"500",-18.835796583657,"IV"
48,"500",4.39491958491975,"IV"
49,"500",3.22988505747132,"IV"
50,"500",4.72236461419158,"IV"
51,"500",8.756031305567,"IV"
52,"500",4.94661668348323,"IV"
53,"500",4.12857142857141,"IV"
54,"500",12.7928515773722,"IV"
55,"500",3.08510638297874,"IV"
56,"500",6.75564243579091,"IV"
57,"500",5.49293506497115,"IV"
58,"500",6.35612518999247,"IV"
