"id","n","NNE","TYPE"
1,"500",6.78322821309291,"IV"
2,"500",-42.9585450639813,"IV"
3,"500",8.40419170523492,"IV"
4,"500",14.7932245134225,"IV"
5,"500",13.5793945036023,"IV"
6,"500",13.274955820676,"IV"
7,"500",5.70642807753112,"IV"
8,"500",14.5469711647746,"IV"
9,"500",26.4053830658642,"IV"
10,"500",22.7580276248216,"IV"
11,"500",13.6662236345292,"IV"
12,"500",12.989994457095,"IV"
13,"500",9.34833443389098,"IV"
14,"500",6.82413978700457,"IV"
15,"500",58.6311111549889,"IV"
16,"500",-37.5437825380105,"IV"
17,"500",15.7636782580363,"IV"
18,"500",27.4562454775632,"IV"
19,"500",42.6940166633847,"IV"
20,"500",10.3557946361794,"IV"
21,"500",8.65661761251214,"IV"
22,"500",-20.0280149915561,"IV"
23,"500",15.9797040778076,"IV"
24,"500",20.2323773024456,"IV"
25,"500",8.60156718107887,"IV"
26,"500",13.7430104740636,"IV"
27,"500",7.68416361830695,"IV"
28,"500",42.718309473355,"IV"
29,"500",6.67636888702807,"IV"
30,"500",17.8689695358012,"IV"
31,"500",6.81136447474898,"IV"
32,"500",28.3342113321057,"IV"
33,"500",7.22137401350935,"IV"
34,"500",5.95426825126869,"IV"
35,"500",10.2484824890521,"IV"
36,"500",11.0632329850852,"IV"
37,"500",8.0191571638824,"IV"
38,"500",7.80283177002192,"IV"
39,"500",33.7479826658265,"IV"
40,"500",55.4210602677533,"IV"
41,"500",99.8386623982255,"IV"
42,"500",10.5696029693653,"IV"
43,"500",27.1173459386305,"IV"
44,"500",8.28649030535129,"IV"
45,"500",17.6382829983267,"IV"
46,"500",-626.79937444277,"IV"
47,"500",-28.4999795560236,"IV"
48,"500",7.94032004316431,"IV"
49,"500",8.51646333317094,"IV"
50,"500",8.40560567542228,"IV"
51,"500",19.3931432578366,"IV"
52,"500",9.19233604759529,"IV"
53,"500",10.2895221124712,"IV"
54,"500",19.8376482580656,"IV"
55,"500",5.64409745917957,"IV"
56,"500",15.6677450614935,"IV"
57,"500",7.49086478202285,"IV"
58,"500",8.42696933056662,"IV"
59,"500",22.2581058897202,"IV"
60,"500",6.80696372541289,"IV"
61,"500",16.4993010028875,"IV"
62,"500",9.0207959495504,"IV"
63,"500",6.48327231891155,"IV"
64,"500",16.9342422384938,"IV"
65,"500",9.2112403167675,"IV"
66,"500",16.2438463319754,"IV"
67,"500",5.9750386956469,"IV"
68,"500",22.1594425947171,"IV"
69,"500",6.50921655985429,"IV"
70,"500",13.4047233208996,"IV"
71,"500",46.2353505151384,"IV"
72,"500",13.4463577380313,"IV"
73,"500",5.5654960934758,"IV"
74,"500",62.7216151178826,"IV"
75,"500",22.8327305615456,"IV"
76,"500",18.408560262336,"IV"
77,"500",6.85324093195678,"IV"
78,"500",6.78764256837819,"IV"
79,"500",14.230329227047,"IV"
80,"500",18.4528485955268,"IV"
81,"500",40.0467805653086,"IV"
82,"500",7.79894012648831,"IV"
83,"500",21.8095524998151,"IV"
84,"500",15.0959775336534,"IV"
85,"500",6.91202860779814,"IV"
86,"500",14.7448586071458,"IV"
87,"500",-90.0464845285675,"IV"
88,"500",41.9086257896389,"IV"
89,"500",18.8297095431183,"IV"
90,"500",7.99503364413405,"IV"
91,"500",96.1405348737447,"IV"
92,"500",39.7250669007856,"IV"
93,"500",9.81737028590262,"IV"
94,"500",6.71439418765194,"IV"
95,"500",15.7012385803546,"IV"
96,"500",8.21092936497224,"IV"
97,"500",6.11502196744609,"IV"
98,"500",-102.611491828821,"IV"
99,"500",13.304745091443,"IV"
100,"500",62.6016401199747,"IV"
101,"500",8.34379638833493,"IV"
102,"500",9.08893828687206,"IV"
103,"500",29.8888794998183,"IV"
104,"500",7.90494821937461,"IV"
105,"500",10.0611392125322,"IV"
106,"500",7.62923836544047,"IV"
107,"500",11.6273592974064,"IV"
108,"500",23.1000021382147,"IV"
109,"500",-332.570854700779,"IV"
110,"500",19.5437961403018,"IV"
111,"500",69.6786182103671,"IV"
112,"500",12.7598154074349,"IV"
113,"500",19.9809508399773,"IV"
114,"500",11.9911748302459,"IV"
115,"500",15.0742183045755,"IV"
116,"500",-9.87118330354915,"IV"
117,"500",9.3076636528484,"IV"
118,"500",10.1548266620184,"IV"
119,"500",15.70869055534,"IV"
120,"500",-170.279556177097,"IV"
121,"500",9.75785800369423,"IV"
122,"500",22.5000006134534,"IV"
123,"500",18.0309101767519,"IV"
124,"500",11.8395002961878,"IV"
125,"500",8.77327098859264,"IV"
126,"500",7.60843231009199,"IV"
127,"500",6.06814455207596,"IV"
128,"500",7.60748262480623,"IV"
129,"500",5.3021555722085,"IV"
130,"500",11.9436775560076,"IV"
131,"500",8.56881285679034,"IV"
132,"500",34.1666728263475,"IV"
133,"500",18.9232510714927,"IV"
134,"500",8.51461988774603,"IV"
135,"500",9.32024383768459,"IV"
136,"500",15.0724516919474,"IV"
137,"500",17.3503266621602,"IV"
138,"500",5.97112978152457,"IV"
139,"500",-109.902703855616,"IV"
140,"500",7.64244272730224,"IV"
141,"500",8.91959576555765,"IV"
142,"500",-153.262298639865,"IV"
143,"500",7.99062715965384,"IV"
144,"500",11.5479116417367,"IV"
145,"500",10.015085442337,"IV"
146,"500",25.4403739372513,"IV"
147,"500",6.86771633303361,"IV"
148,"500",11.9490697650531,"IV"
149,"500",5.31913076543824,"IV"
150,"500",-94.5464730112481,"IV"
151,"500",7.34667578952004,"IV"
152,"500",25.2769878753823,"IV"
153,"500",22.3903384207664,"IV"
154,"500",21.4977972517995,"IV"
155,"500",7.78411118603631,"IV"
156,"500",-40.5000157773291,"IV"
157,"500",-10542.8647267539,"IV"
158,"500",8.52785232302218,"IV"
159,"500",11.9310092752526,"IV"
160,"500",14.7160794991218,"IV"
161,"500",9.41177999831631,"IV"
162,"500",11.5984218708849,"IV"
163,"500",9.69586560311023,"IV"
164,"500",9.42980292581408,"IV"
165,"500",12.5654696160011,"IV"
166,"500",11.2065104543086,"IV"
167,"500",11.9151096952448,"IV"
168,"500",15.7270308851017,"IV"
169,"500",8.61449418723121,"IV"
170,"500",29.8038499128909,"IV"
171,"500",175.217601916252,"IV"
172,"500",8.91307090048667,"IV"
173,"500",7.64598725640558,"IV"
174,"500",22.4769161815216,"IV"
175,"500",16.5498309296018,"IV"
176,"500",7.45420483918701,"IV"
177,"500",33.6575396512743,"IV"
178,"500",12.0993165672896,"IV"
179,"500",7.65949115093704,"IV"
180,"500",495.530863850861,"IV"
181,"500",11.7392389428432,"IV"
182,"500",6.26781640433688,"IV"
183,"500",11.1347826490745,"IV"
184,"500",7.64539279414516,"IV"
185,"500",10.5124643290752,"IV"
186,"500",22.9332067577302,"IV"
187,"500",70.7400226664029,"IV"
188,"500",7.7589141276311,"IV"
189,"500",-164.769377311371,"IV"
190,"500",-271.373899567644,"IV"
191,"500",12.8034859844327,"IV"
192,"500",-589.811520831386,"IV"
193,"500",8.85464331430451,"IV"
194,"500",5.81083321022348,"IV"
195,"500",9.36087279564831,"IV"
196,"500",7.5350318245346,"IV"
197,"500",16.9230772693446,"IV"
198,"500",18.4232488903152,"IV"
199,"500",11.3027707766919,"IV"
200,"500",7.63522202503273,"IV"
201,"500",12.1661722883795,"IV"
202,"500",15.3241583649382,"IV"
203,"500",22.9228014145397,"IV"
204,"500",14.0719103004464,"IV"
205,"500",9.87598074279149,"IV"
206,"500",6.14876171363537,"IV"
207,"500",6.07251721391978,"IV"
208,"500",10.9418894126481,"IV"
209,"500",15.170606703962,"IV"
210,"500",11.7338504909332,"IV"
211,"500",8.9977324189087,"IV"
212,"500",13.3060347983982,"IV"
213,"500",13.5748290210402,"IV"
214,"500",15.5871263779376,"IV"
215,"500",18.47226711486,"IV"
216,"500",8.73990734334484,"IV"
217,"500",17.7440136601108,"IV"
218,"500",6.65397721253213,"IV"
219,"500",10.4192172737769,"IV"
220,"500",6.95501022582919,"IV"
221,"500",13.0547801322458,"IV"
222,"500",12.1506441950025,"IV"
223,"500",8.80026230354245,"IV"
224,"500",6.31121997621239,"IV"
225,"500",13.0998212095441,"IV"
226,"500",7.78499629755125,"IV"
227,"500",-14.9648053946009,"IV"
228,"500",11.8267149026104,"IV"
229,"500",6.68899039690255,"IV"
230,"500",11.8769868415356,"IV"
231,"500",17.7241592246231,"IV"
232,"500",25.1049732901711,"IV"
233,"500",11.1385099175056,"IV"
234,"500",7.66798952238486,"IV"
235,"500",9.04832448211989,"IV"
236,"500",7.84794544065948,"IV"
237,"500",16.3711882335989,"IV"
238,"500",169.000100830842,"IV"
239,"500",8.91154793822159,"IV"
240,"500",10.5734404479415,"IV"
241,"500",14.0228876275836,"IV"
242,"500",126.001282231806,"IV"
243,"500",25.6214172059322,"IV"
244,"500",10.4291906981973,"IV"
245,"500",13.1992774697154,"IV"
246,"500",10.8296435829567,"IV"
247,"500",16.8831713896799,"IV"
248,"500",8.93177085925327,"IV"
249,"500",5.94960588911067,"IV"
250,"500",12.5629460117202,"IV"
251,"500",9.61774191701695,"IV"
252,"500",10.9521185301867,"IV"
253,"500",6.33605603058591,"IV"
254,"500",12.9757640188537,"IV"
255,"500",11.8379184066375,"IV"
256,"500",7.61179386807741,"IV"
257,"500",16.627109494273,"IV"
258,"500",13.5098307293034,"IV"
259,"500",20.3180922263377,"IV"
260,"500",11.3116582066305,"IV"
261,"500",11.3154775237995,"IV"
262,"500",15.3012674967835,"IV"
263,"500",10.9504950888864,"IV"
264,"500",7.07356191530941,"IV"
265,"500",18.7532331114163,"IV"
266,"500",494.760661404599,"IV"
267,"500",22.8560727940027,"IV"
268,"500",8.26898732258567,"IV"
269,"500",55.3104768971347,"IV"
270,"500",6.95972380802345,"IV"
271,"500",37.2956942572167,"IV"
272,"500",234.557125393397,"IV"
273,"500",-27.9747193107817,"IV"
274,"500",111.631613188464,"IV"
275,"500",23.2418970814103,"IV"
276,"500",19.8281230541656,"IV"
277,"500",9.29961465684929,"IV"
278,"500",17.863761572477,"IV"
279,"500",12.5817376810635,"IV"
280,"500",12.0511831185682,"IV"
